"@timestamp","_id","_index","_score","agent.name","agent.version","data_stream.dataset","data_stream.namespace","data_stream.type","event.agent_id_status","event.ingested","event.kind","event.severity","labels.ParentId","labels.SpanId","labels.TraceId","labels.{OriginalFormat}","log.level",message,"observer.hostname","observer.type","observer.version","parent.id","service.language.name","service.name","service.node.name","service.target.name","service.target.type","span.id",tags,"trace.id"
"Dec 2, 2024 @ 16:29:00.112",E418hpMBo81fAKGjuuZt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:op_PDA_Level outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792388</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>39</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",6c3843f0ce88e92c,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",aaeafd39151fb212,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.112",FI18hpMBo81fAKGjuuZt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:RuleVersion outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792388</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>39</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",6c3843f0ce88e92c,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",aaeafd39151fb212,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.105",AY18hpMBo81fAKGjuuZt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","{""uniqueID"":116792388,""itemTypeID"":403,""itemID"":78855,""isSuccess"":true,""errorCode"":null,""errorMessage"":"""",""results"":[{""subscriberId"":0,""ruleId"":0,""applicationId"":0,""categoryId"":0,""name"":""op_Deviation_msg"",""internalName"":""A_305e8bc0-c537-4dd1-b738-93aabb8c3d19_op_Deviation_msg"",""value"":""No Deviation"",""isDecisionCell"":false,""argumentDirection"":2,""category"":2,""isClass"":false,""sourceType"":null,""type"":""String"",""source"":null,""propertyName"":null,""version"":""1.0""},{""subscriberId"":0,""ruleId"":0,""applicationId"":0,""categoryId"":0,""name"":""op_PDA_Level"",""internalName"":""A_305e8bc0-c537-4dd1-b738-93aabb8c3d19_op_PDA_Level"",""value"":""L1"",""isDecisionCell"":false,""argumentDirection"":2,""category"":2,""isClass"":false,""sourceType"":null,""type"":""String"",""source"":null,""propertyName"":null,""version"":""1.0""},{""subscriberId"":0,""ruleId"":0,""applicationId"":0,""categoryId"":0,""name"":""RuleId"",""internalName"":""Sys_Rule_RuleId"",""value"":""39"",""isDecisionCell"":false,""argumentDirection"":2,""category"":2,""isClass"":false,""sourceType"":null,""type"":""String"",""source"":null,""propertyName"":null,""version"":""1.0""},{""subscriberId"":0,""ruleId"":0,""applicationId"":0,""categoryId"":0,""name"":""RuleVersion"",""internalName"":""Sys_Rule_RuleVersion"",""value"":""1.0"",""isDecisionCell"":false,""argumentDirection"":2,""category"":2,""isClass"":false,""sourceType"":null,""type"":""String"",""source"":null,""propertyName"":null,""version"":""1.0""}],""ruleVersion"":""1.0"",""ruleSubId"":0}","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",6c3843f0ce88e92c,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",039bd7db7d5debc3,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.094","_418hpMBo81fAKGjuuVt",".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","DataSourceID:158 Url:http://businessnext-maybank-customcode/customapi/APIConnection/David Body:{
  ""UniqueID"": ""116792388"",
  ""ItemTypeID"": ""403"",
  ""ItemID"": ""78855"",
  ""AuthToken"": ""Bearer 72C93D805DCFDD450C8EFA43F7DF5E1D12E29E753F49DD9DF5F799B3A67760DE"",
  ""URL"": ""http://businessnext-david-webapi/davidwebapi/api/DavidApi/ExecuteRule"",
  ""SubscriberId"": ""985"",
  ""Id"": ""39"",
  ""Version"": ""1.0"",
  ""Name"": """",
  ""List"": ""[{name:'ip_Age_at_Application',value:'38',type:'Integer'}, {name:'ip_Age_at_Maturity',value:'43',type:'Integer'}, {name:'ip_CB_Flag',value:'Yes',type:'String'},{name:'ip_Borrower_Tag',value:'P',type:'String'},{name:'ip_Support_Flag',value:'No',type:'String'}]""
}","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",6c3843f0ce88e92c,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",039bd7db7d5debc3,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.093",w418hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","Input Parameters -  Input parameter and values - Request={
  ""UniqueID"": ""116792388"",
  ""ItemTypeID"": ""403"",
  ""ItemID"": ""78855"",
  ""AuthToken"": ""Bearer 72C93D805DCFDD450C8EFA43F7DF5E1D12E29E753F49DD9DF5F799B3A67760DE"",
  ""URL"": ""http://businessnext-david-webapi/davidwebapi/api/DavidApi/ExecuteRule"",
  ""SubscriberId"": ""985"",
  ""Id"": ""39"",
  ""Version"": ""1.0"",
  ""Name"": """",
  ""List"": ""[{name:'ip_Age_at_Application',value:'38',type:'Integer'}, {name:'ip_Age_at_Maturity',value:'43',type:'Integer'}, {name:'ip_CB_Flag',value:'Yes',type:'String'},{name:'ip_Borrower_Tag',value:'P',type:'String'},{name:'ip_Support_Flag',value:'No',type:'String'}]""
};","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",5f72dd14f2b11ee9,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",49741866ca04e64e,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.073",j418hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:IsSuccess outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792386</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>13</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ee65c270dc252840,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",c7284bf0c246427d,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.073",kI18hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:ErrorCode outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792386</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>13</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ee65c270dc252840,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",c7284bf0c246427d,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.073",kY18hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:ErrorMessage outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792386</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>13</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ee65c270dc252840,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",c7284bf0c246427d,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.073",ko18hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:op_Deviation_msg outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792386</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>13</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ee65c270dc252840,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",c7284bf0c246427d,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.073",k418hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:op_PDA_Level outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792386</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>13</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ee65c270dc252840,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",c7284bf0c246427d,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.073",lI18hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:RuleId outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792386</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>13</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ee65c270dc252840,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",c7284bf0c246427d,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.073",lY18hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:RuleVersion outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792386</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>13</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ee65c270dc252840,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",c7284bf0c246427d,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.073",lo18hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:uniqueID outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792386</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>13</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ee65c270dc252840,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",c7284bf0c246427d,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.073",l418hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:itemTypeID outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792386</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>13</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ee65c270dc252840,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",c7284bf0c246427d,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.073",mI18hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:itemID outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792386</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_Deviation_msg>No Deviation</op_Deviation_msg><op_PDA_Level>L1</op_PDA_Level><RuleId>13</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ee65c270dc252840,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",c7284bf0c246427d,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.067",gY18hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","{""uniqueID"":116792386,""itemTypeID"":403,""itemID"":78855,""isSuccess"":true,""errorCode"":null,""errorMessage"":"""",""results"":[{""subscriberId"":0,""ruleId"":0,""applicationId"":0,""categoryId"":0,""name"":""op_Deviation_msg"",""internalName"":""A_dfd95451-36c1-4a23-bf44-619dd1d825c1_op_Deviation_msg"",""value"":""No Deviation"",""isDecisionCell"":false,""argumentDirection"":2,""category"":2,""isClass"":false,""sourceType"":null,""type"":""String"",""source"":null,""propertyName"":null,""version"":""1.0""},{""subscriberId"":0,""ruleId"":0,""applicationId"":0,""categoryId"":0,""name"":""op_PDA_Level"",""internalName"":""A_dfd95451-36c1-4a23-bf44-619dd1d825c1_op_PDA_Level"",""value"":""L1"",""isDecisionCell"":false,""argumentDirection"":2,""category"":2,""isClass"":false,""sourceType"":null,""type"":""String"",""source"":null,""propertyName"":null,""version"":""1.0""},{""subscriberId"":0,""ruleId"":0,""applicationId"":0,""categoryId"":0,""name"":""RuleId"",""internalName"":""Sys_Rule_RuleId"",""value"":""13"",""isDecisionCell"":false,""argumentDirection"":2,""category"":2,""isClass"":false,""sourceType"":null,""type"":""String"",""source"":null,""propertyName"":null,""version"":""1.0""},{""subscriberId"":0,""ruleId"":0,""applicationId"":0,""categoryId"":0,""name"":""RuleVersion"",""internalName"":""Sys_Rule_RuleVersion"",""value"":""1.0"",""isDecisionCell"":false,""argumentDirection"":2,""category"":2,""isClass"":false,""sourceType"":null,""type"":""String"",""source"":null,""propertyName"":null,""version"":""1.0""}],""ruleVersion"":""1.0"",""ruleSubId"":1}","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ee65c270dc252840,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",4f543079a3af6a0f,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.056",f418hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","DataSourceID:48 Url:http://businessnext-maybank-customcode/customapi/APIConnection/David Body:{
""UniqueID"": ""116792386"",
    ""ItemTypeID"": ""403"",
    ""ItemID"": ""78855"",
    ""AuthToken"": ""Bearer 72C93D805DCFDD450C8EFA43F7DF5E1D12E29E753F49DD9DF5F799B3A67760DE"",
    ""URL"": ""http:\/\/businessnext-david-webapi\/davidwebapi\/api\/DavidApi\/ExecuteRule"",
    ""SubscriberId"": ""985"",
    ""Id"": 13,
    ""Version"": ""1.0"",
    ""Name"": """",
""RuleSubId"":""1"",
    ""List"": ""[{name:'ip_BV_Result',value:'',type:'String'},{name:'ip_TU_G001B',value:'',type:'Integer'},{name:'ip_TU_G002B',value:'0',type:'Integer'},{name:'ip_TU_G0036',value:'',type:'Integer'},{name:'ip_TU_Max_MOB',value:'61',type:'Integer'}]""
}","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",ee65c270dc252840,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",4f543079a3af6a0f,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.055",Uo18hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","Input Parameters -  Input parameter and values - request={
""UniqueID"": ""116792386"",
    ""ItemTypeID"": ""403"",
    ""ItemID"": ""78855"",
    ""AuthToken"": ""Bearer 72C93D805DCFDD450C8EFA43F7DF5E1D12E29E753F49DD9DF5F799B3A67760DE"",
    ""URL"": ""http:\/\/businessnext-david-webapi\/davidwebapi\/api\/DavidApi\/ExecuteRule"",
    ""SubscriberId"": ""985"",
    ""Id"": 13,
    ""Version"": ""1.0"",
    ""Name"": """",
""RuleSubId"":""1"",
    ""List"": ""[{name:'ip_BV_Result',value:'',type:'String'},{name:'ip_TU_G001B',value:'',type:'Integer'},{name:'ip_TU_G002B',value:'0',type:'Integer'},{name:'ip_TU_G0036',value:'',type:'Integer'},{name:'ip_TU_Max_MOB',value:'61',type:'Integer'}]""
};","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",c0f53fe8d45cf5b0,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",73488794585b9969,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.029",Ho18hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:ErrorMessage outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792384</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_dev_msg>No Deviation</op_dev_msg><op_pda_level>L1</op_pda_level><RuleId>11</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",0160744469287ee7,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",b473a9a1f5d8a36b,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.029",H418hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:op_dev_msg outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792384</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_dev_msg>No Deviation</op_dev_msg><op_pda_level>L1</op_pda_level><RuleId>11</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",0160744469287ee7,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",b473a9a1f5d8a36b,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.029",II18hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:op_pda_level outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792384</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_dev_msg>No Deviation</op_dev_msg><op_pda_level>L1</op_pda_level><RuleId>11</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",0160744469287ee7,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",b473a9a1f5d8a36b,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.029",IY18hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:RuleId outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792384</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_dev_msg>No Deviation</op_dev_msg><op_pda_level>L1</op_pda_level><RuleId>11</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",0160744469287ee7,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",b473a9a1f5d8a36b,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
"Dec 2, 2024 @ 16:29:00.029",Io18hpMBo81fAKGjuuVt,".ds-logs-apm.app.mpi_los_businessnextapplication-default-2024.12.02-000028","-","opentelemetry/dotnet","1.6.0","apm.app.mpi_los_businessnextapplication",default,logs,missing,"Dec 2, 2024 @ 16:29:01.000",event,"-","-","-","-","-","-","ReadNode Xpath:RuleVersion outer xml: <root><IsSuccess>true</IsSuccess><ErrorCode /><ErrorMessage /><uniqueID>116792384</uniqueID><itemTypeID>403</itemTypeID><itemID>78855</itemID><op_dev_msg>No Deviation</op_dev_msg><op_pda_level>L1</op_pda_level><RuleId>11</RuleId><RuleVersion>1.0</RuleVersion></root>","apm-server-6d98f76794-bsc2b","apm-server","8.11.3",0160744469287ee7,dotnet,"mpi-los_BusinessNextApplication","a488f814-0b96-4783-ba4a-d6f766941397","-","-",b473a9a1f5d8a36b,"_geoip_database_unavailable_GeoLite2-City.mmdb",5b8e069339dda21ebfe7c995b73fcb45
